"Title","Platform","Chipset","Edition","Release","Publisher","Box Size","Genre","WHDload Installed","WHDload does not exist","Tested","Complete","Copy Protection","Paid","Sold","Hall of Light Rarity","Top 50 Rank","Top 50 Comment","Lemon Rating"
"Huckleberry Hound in Hollywood Capers","Amiga","","Original","1993","Alternative Software Ltd.","Mid size","Action","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Hudson Hawk","Amiga","","Original","1991","Ocean","Big Box","Action","Yes","No","","Yes, but no baseball cap","","","","","","",""
"The Humans","Amiga","","Original","1992","GameTek, Inc., Mirage Technologies (Multimedia) Ltd.","Big Box","Strategy","Yes","No","","Yes","","","","","","",""
"The Hunt for Red October","Amiga","","Original","1990","Grandslam Video Ltd.","Mid Size","Action","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Hunter","Amiga","OCS","Original","1991","Activision","Big Box","Action","Yes","No","Yes, Working","Yes, 3 disks","Disk","","","","","",""
"Hydra","Amiga","OCS","Original","1991","Domark","Mid size","Action, Racing","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Hägar The Horrible","Amiga","","Original","1991","Kingsoft","Mid Size","Platform","No","No","Yes, Working","Yes (two sets of disks and two manuals, one set of disk contians cracked version)","Manual","","","","","",""
"I Ludicrus","Amiga","OCS","Original","1989","Actual Screenshots","Custom","Fighting","No","Yes","Yes, Not fully working disk  has read/write error","Yes","Disk","","","","","",""
"Ikari Warriors","Amiga","","Original","1988","Elite","","Shooter","No","No","Yes, Working","Yes","Disk","199 (140+59)","","","","",""
"The Immortal","Amiga","","Original","1990","Electronic Arts","Mid Size","Action","Yes","No","","Yes","","","","","","",""
"Impact","Amiga","","Original","1987","Audiogenic Software Ltd.","Big Box","Action","Yes","No","Yes, Working","Yes","Disk","84 (£6,19+£0,50)","","","","",""
"Imperium","Amiga","","Original","1990","Electronic Arts","Mid size","Strategy","Yes","No","","Yes, extra disk","","","","","","",""
"Impossamole","Amiga","","Original","1990","Gremlin","Mid size","Platform","Yes","No","Yes, Working","Yes","Disk","153 (149+(79/19))","","","","",""
"The Incredible Crash Dummies","Amiga","OCS","Original","1994","Virgin","Big Box","Action","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Indiana Jones and the Fate of Atlantis","Amiga","","Original","1992","Lucasfilm Games","Big Box","Adventure","Yes","No","Yes, Working","Yes","Manual","","","","","",""
"Indiana Jones And The Last Crusade: The Action Game","Amiga","","Original","1989","Lucasfilm Games","Mid size","Action","Yes","No","Yes, Working","Yes","Code Sheet","139 (£10,64+£0,50)","","","","",""
"Indiana Jones And The Last Crusade: The Graphic Adventure","Amiga","","Original","1989","U.S. Gold","Mid Size","Adventure","Yes","No","Yes, Working","Yes","Code Booklet","","","","","",""
"Indianapolis 500: The Simulation","Amiga","","Original","1990","Electronic Arts","Mid Size","Racing","Yes","No","","Yes","","","","","","",""
"Infestation","Amiga","OCS","Original","1990","Psygnosis","Custom","Action, Simulation, Strategy","Yes","No","Yes, Working","Yes, two posters","Disk","","","","","",""
"Innocent Until Caught","Amiga","OCS","Original","1994","Psygnosis","Big Box","Adventure","Yes","No","Yes, Working","Yes","Manual","","","","","",""
"Intact","Amiga","","Original","1990","Sphinx","Mid Size","Shooter","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"International 3D Tennis","Amiga","","Original","1990","Palace","Mid size","Sports","Yes","No","Yes, Working","Yes","Disk","70 (£5,07+£0,50)","","","","",""
"International Championship Athletics","Amiga","","Original","1991","Hawk","Mid Size","Sports","No","Yes","Yes, Working","Yes","Disk","","","","","",""
"International Championship Wrestling","Amiga","OCS","Original","1989","Hewson","Mid Size","Sports","No","Yes","","Yes","Disk","","","","","",""
"International Golf","Amiga","","Original","1995","Summit Software","Big Box","Sports","No","Yes","Yes, Not Working (disk 2 does not read)","Yes","Disk","","","","","",""
"International Ice Hockey","Amiga","","Original","1991","Impulze","Mid size","Sports","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"International Ninja Rabbits","Amiga","","Original","1991","Microvalue","Small cardboard","Action","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"International Soccer","Amiga","","Original","1993","Zeppelin","Big Box","Sports","Yes","No","Yes, Not Working (grafical error just after title screen)","Yes","Disk","69 (£5,00+£0,50)","","","","",""
"Interphase","Amiga","OCS","Original","1989","Image Works","Mid size","Action","Yes","No","No, Shrink wrapped","Yes, new","","","","","","",""
"Iron Lord","Amiga","OCS","Original","1989","Ubi Soft","Mid size","Strategy","Yes","No","Yes, Not fully working (White screen)","Yes","","91 (75+(65/4)","","","","",""
"Ishar 2: Messengers of Doom","Amiga","OCS","Original","1993","Silmarils","Big Box","Role-Playing (RPG)","Yes","No","Yes, Working","Yes","","","","","","",""
"Ishar 3: The Seven Gates of Infinity","Amiga","OCS","Original","1994","Silmarils","Big Box","Role-Playing (RPG)","Yes","No","Yes, Not fully working (Error 13)","Yes","","","","","","",""
"Ishar: Legend of the Fortress","Amiga","OCS","Original","1992","Silmarils","Big Box","Role-Playing (RPG)","Yes","No","Yes, Working","Yes","","","","","","",""
"Ishido: The Way of Stones","Amiga","OCS","Original","1990","Accolade","Big Box","Strategy","Yes","No","Yes, Working","Yes","Code Wheel","","","","","",""
"It Came from the Desert","Amiga","OCS","Original","1989","Mirrorsoft","Mid size","Action, Adventure","Yes","No","","Yes, 2 set of disks","","","","","","",""
"Italia 1990","Amiga","","Original","1990","Codemasters","Jewel Case","Sports","Yes","No","Yes, Not Working (freezes to black screen aftter menu)","Yes","Disk","37 (£2,50+£0,50)","","","","",""
"Ivan ""Iron Man"" Stewart's Super Off Road","Amiga","OCS","Original","1990","Virgin Mastertronic Ltd.","Mid Size","Racing","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Ivanhoe","Amiga","","Original","1990","Ocean","Mid size","Action","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"J.R.R. Tolkien's The Lord of the Rings, Vol. I","Amiga","","Original","1991","Electronic Arts","Big Box","Role-Playing (RPG)","No","Yes","","Yes","","","","","","",""
"J.R.R. Tolkien's War in Middle Earth","Amiga","OCS","Original","1988","Melbourne House","Mid Size","Role-Playing (RPG), Strategy","Yes","No","","Yes, 2 set of disks, 2 manuals and 2 maps","","","","","","",""
"Jack Nicklaus' Greatest 18 Holes of Major Championship Golf","Amiga","","Original","1988","Accolade","Mid Size","Sports","No","Yes","Yes, Working","Yes","Manual (identify course on low contrast paper)","","","","","",""
"Jaguar XJ220","Amiga","","Original","1992","Core Design","Big Box","Racing","Yes","No","","Yes","","","","","","",""
"Jahangir Khan's World Championship Squash","Amiga","OCS","Original","1991","Krisalis","Mid Size","Sports","Yes","No","No, Shrink wrapped","Yes, shrink wrapped","","","","","","",""
"James Clavell's Shōgun","Amiga","OCS","Original","1989","Infocom, Inc.","Custom","Adventure","No","Yes","Yes, Working","Yes","None","","","","","",""
"James Pond 2: Codename: RoboCod","Amiga","OCS","Original","1991","Millennium","Big Box","Action","Yes","No","Yes, Working","Yes, Also includes Kid Gloves 2 and Raving Mad version","Disk","","","","","",""
"James Pond 2: Codename: RoboCod AGA","Amiga","AGA","Original","1991","Millennium","Big Box","Action","Yes","No","Yes, Working","Yes","Manual","","","","","",""
"James Pond 3: Operation Starfish","Amiga","AGA","Original","1994","Millennium","Big Box","Action","Yes","No","Yes, Not Working","Yes","","","","","","",""
"James Pond: Underwater Agent","Amiga","OCS","Original","1990","Millennium","Mid size","Platform","Yes","No","Yes, Working","Yes","Disk","116 (£8,76+£0,50)","","","","",""
"Jaws: The Computer Game","Amiga","OCS","Original","1989","Screen 7","Custom","Multi","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Jim Power: In Mutant Planet","Amiga","OCS","Original","1992","Loriciel","Big Box","Platform","Yes","No","Yes, Not Working (stops loading on black screen)","Yes","Disk","563 (£35+£10)","","","","",""
"Jimmy White's Whirlwind Snooker","Amiga","OCS","Original","1991","Virgin","Big Box","Sports","Yes","No","Yes, Not Working","Yes","","","","","","",""
"Jinks","Amiga","OCS","Original","1988","Rainbow Arts","Custom","Action","Yes","No","","Yes","Disk","","","","","",""
"Jinxter","Amiga","OCS","Original","1987","Rainbird","Tall","Adventure","Yes","No","Yes, Does not boot","Yes","","","","","","",""
"Joan of Arc","Amiga","OCS","Original","1989","GO!","Custom","Strategy","No","Yes","Yes, Working","Yes","None","","","","","",""
"Joe & Mac: Caveman Ninja","Amiga","OCS","Original","1993","Elite","Big Box","Platform","Yes","No","Yes, Working","Yes","Manual","","","","","",""
"John Barnes European Football","Amiga","OCS","Original","1992","Krisalis","Big Box","Sports","Yes","No","No, disk is missing","No, Disk is missing","Disk","69 (£5,00+£0,50)","","","","",""
"John Lowe's Ultimate Darts","Amiga","","Original","1989","Gremlin","","Sports","Yes","No","Yes, Not Working","Yes","","94 (£5,35+£2,13)","","","","",""
"John Madden Football","Amiga","","Original","1992","Electronic Arts","Big Box","Sports","Yes","No","","Yes","","","","","","",""
"Jonathan","Amiga","OCS","Original","1993","Software 2000","Big Box","Adventure","Yes","No","","Yes","","","","","","",""
"Journey: The Quest Begins","Amiga","OCS","Original","1989","Infocom, Inc.","Custom","Adventure","Yes","No","Yes, Working","Yes","None","","","","","",""
"Jump Jet","Amiga","OCS","Original","1987","Anco","Custom","Simulation","No","Yes","Yes, Working","Yes","Disk","","","","","",""
"Jungle Book, The","Amiga","","Original","1989","Coktel Vision","Custom","Action & Adventure","No","Yes","","Yes, but german version, one extra disk","","","","","","",""
"Jungle Strike","Amiga","","Original","1994","Ocean","Big Box","Action","Yes","No","","Yes","","","","","","",""
"Jupiter's Masterdrive","Amiga","OCS","Original","1990","Ubi Soft","Mid Size","Racing","No","No","","Yes","Disk","","","","","",""
"Jurassic Park","Amiga","","Original","1993","Ocean","Big Box","Action","Yes","No","","Yes, disk 4 missing metalic protection","","","","","","",""
"Jurassic Park AGA","Amiga","AGA","Original","1993","Ocean","Big Box","Action","Yes","No","Yes, Not Working (stops loading on disk 2)","Yes","","","","","","",""
"K240","Amiga","","Original","1994","Gremlin","Big Box","Strategy","Yes","No","","Yes","","","","","","",""
"Karate Kid Part II","Amiga","OCS","Original","1987","MicroDeal","Custom","Action","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Keef the Thief: A Boy and His Lockpick","Amiga","","Original","1989","Electronic Arts","Big Box","Role-Playing (RPG)","Yes","No","","Yes, two set of disks and manuals","","","","","","",""
"The Keys to Maramon","Amiga","OCS","Original","1991","Mindcraft Software, Inc.","Custom","Role-Playing (RPG)","Yes","No","Yes, Working","Yes","None","","","","","",""
"KGB","Amiga","OCS","Original","1992","Virgin","Big Box","Adventure","Yes","No","Yes, Working","Yes","Manual","","","","","",""
"Khalaan","Amiga","","Original","1991","Rainbow Arts","Mid Size","Strategy","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Kick Off","Amiga","","Original","1989","Anco","Mid Size","Sports","No","No","Yes, Not Working","Yes","Disk","237 (£18,94)","","","","",""
"Kick Off 2","Amiga","OCS","Original","1990","Anco","Mid size","Sports","Yes","No","","Yes, 2 disks with World Cup 90, Expanded version and origninal version","Disk","","","","","",""
"Kick Off 3: European Challenge","Amiga","AGA","Original","1994","Anco","Big Box","Sports","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Kick Off 96","Amiga","OCS","Original","1996","Anco","Big Box","Sports","Yes","No","","Yes","Disk","","","","","",""
"Kid Gloves","Amiga","OCS","Original","1990","Millennium","Mid size","Action","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Killerball","Amiga","OCS","Original","1991","MicroIds","Big Box","Sports","Yes","No","","Yes","Disk","","","","","",""
"Killing Cloud","Amiga","OCS","Original","1991","Image Works","Mid Size","Action","Yes","No","Yes, Working","Yes","Manual","","","","","",""
"The Killing Game Show","Amiga","OCS","Original","1990","Psygnosis","Custom","Action","Yes","No","Yes, Not fully working second 2 disk not reading","Yes","Disk","","","","","",""
"The King of Chicago","Amiga","","Original","1987","Cinemaware","Custom","Adventure","Yes","No","Yes, Working","Yes","None","","","","","",""
"King's Bounty","Amiga","","Original","1991","New World Computing, Inc.","Big Box","Strategy","Yes","Yes","Yes, Working","Yes","Manual","","","","","",""
"King's Quest","Amiga","OCS","Original","1987","Sierra On-Line","Sierra","Adventure","Yes","No","Yes, Not Working (stops loading after a while)","Yes","","","","","","",""
"King's Quest II: Romancing the Throne","Amiga","OCS","Original","1987","Sierra On-Line","Sierra","Adventure","Yes","No","Yes, Not Working","Yes","","","","","","",""
"King's Quest III: To Heir is Human","Amiga","OCS","Original","1987","Sierra On-Line","Sierra","Adventure","Yes","No","No, Shrink wrapped","Yes, new","","","","","","",""
"King's Quest IV: The Perils of Rosella","Amiga","OCS","Original","1990","Sierra On-Line","Sierra","Adventure","Yes","No","","Yes","","","","","","",""
"King's Quest V: Absence Makes the Heart Go Yonder!","Amiga","OCS","Original","1991","Sierra On-Line","Big Box","Adventure","Yes","No","","Yes","","","","","","",""
"King's Quest VI: Heir Today, Gone Tomorrow","Amiga","OCS","Original","1994","Sierra On-Line","Big Box","Adventure","Yes","No","","Yes","","","","","","",""
"Kingmaker: The Quest For The Crown","Amiga","OCS","Original","1993","U.S. Gold","Big Box","Strategy","Yes","No","Yes, Not Working","Yes","","","","","","",""
"Kingpin: Arcade Sports Bowling","Amiga","","Original","1995","Team17","Big Box","Sports","Yes","No","","Yes, extra disk","Code Booklet","","","","","",""
"Knight Force","Amiga","OCS","Original","1990","Titus","Mid Size","Fighting","Yes","No","","Yes","Disk","","","","","",""
"Knightmare","Amiga","OCS","Original","1991","Mindscape","Big Box","Role-Playing (RPG)","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Knights of the Crystallion","Amiga","OCS","Original","1990","U.S. Gold","Mid Size","Action","Yes","No","Yes, Working","Yes, tape included","Disk","","","","","",""
"The Kristal","Amiga","","Original","1989","Addictive Games Ltd","Custom","Adventure","Yes","No","Yes, Working","Yes, two set of disks","Disk","","","","","",""
"Kult: The Temple of Flying Saucers","Amiga","","Original","1989","Exxos","Mid size","Adventure","Yes","No","","Yes, extra disk","","","","","","",""
"Kwatermaster","Amiga","OCS","Original","1995","L. K. Avalon","Big Box","Adventure","No","Yes","Yes, Not Working (disk 2 has read/write error","Yes","Disk","","","","","",""
"Kwik Snax","Amiga","","Original","1992","Codemasters","Small cardboard","Action","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Lancaster","Amiga","OCS","Original","1989","CrL","Custom","Simulation","No","Yes","Yes, Working","Yes","Disk","69 (£5,00+£0,50)","","","","",""
"Lancelot","Amiga","OCS","Original","1988","Datasoft, Inc.","Custom","Adventure","Yes","No","","Yes","","","","","","",""
"Las Vegas","Amiga","","Original","1987","Anco","Small Jewelcase","Puzzle","No","Yes","Yes, Not Working","Yes","Disk","27 (15+12)","","","","",""
"Laser Squad","Amiga","","Original","1989","MicroIllusions","Mid size","Strategy","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Last Action Hero","Amiga","OCS","Original","1994","Psygnosis","Big Box","Action","Yes","No","Yes, Not Working, but probsbly incompatible and disks are ok","Yes, two set of disks","Disk","258 (230+(56/2))","","","","",""
"Last Battle","Amiga","OCS","Original","1991","Elite","Mid Size","Fighting","Yes","No","Yes, Working","Yes","Disk","","","","","",""
